No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
418,台,tái,desk; platform; stage; terrace; stand; support; station; broadcasting station; desk; classifier for vehicles or machines; Taiwan (abbr.),台（機械）,这台电脑很新。,このパソコンはとても新しい。,This computer is very new.,这台电脑的性能很好，适合玩大型游戏。,このパソコンは性能が良く、大型ゲームに適しています。
419,抬,tái,to lift; to raise; (of two or more persons) to carry,持ち上げる,请帮我抬箱子。,箱を持ち上げるのを手伝ってください。,Please help me lift the box.,我们一起抬桌子，把它搬到阳台上去。,私たちは一緒にテーブルを持ち上げて、ベランダに運びました。
420,态度,tài du,manner; bearing; attitude; approach; CL:个,態度,他的态度很友好。,彼の態度はとても友好的だ。,His attitude is very friendly.,他的态度非常认真，让老师很满意。,彼の態度は非常に真面目で、先生はとても満足しています。
421,弹钢琴,tán gāng qín,play the piano,ピアノを弾く,她喜欢弹钢琴。,彼女はピアノを弾くのが好きだ。,She likes playing the piano.,她每天都会练习弹钢琴，技术越来越好。,彼女は毎日ピアノを練習していて、技術がどんどん良くなっています。
422,谈,tán,to discuss; to chat; to converse; to talk; to speak,話す,我们谈了很多话。,私たちはたくさん話した。,We talked a lot.,我们在会议上谈了很多关于项目的问题。,私たちは会議でプロジェクトに関する多くの問題を話し合いました。
423,汤,tāng,soup; broth; hot water,スープ,喝一碗热汤吧。,熱いスープを一杯飲みましょう。,Have a bowl of hot soup.,冬天喝一碗热汤，可以让身体暖和起来。,冬に熱いスープを一杯飲むと、体が温まります。
424,糖,táng,"sugar; sweets; candy; CL:颗[ke1] ,块[kuai4]",砂糖,请少放点糖。,砂糖は少なめにしてください。,Please put less sugar.,请帮我少放点糖，我不喜欢太甜的味道。,砂糖は少なめに入れてください。私は甘すぎる味が好きではありません。
425,躺,tǎng,to recline; to lie down,横になる,他躺在床上。,彼はベッドに横たわっている。,He is lying on the bed.,他躺在沙发上休息，看电视很放松。,彼はソファに横になって休み、テレビを見てリラックスしています。
426,趟,tàng,quantifier for the number of trips or runs made,回（動作の回数）,我去了一趟商店。,私は店に一度行ってきた。,I went to the store once.,我今天去了一趟超市，买了很多东西。,私は今日一度スーパーに行って、たくさんのものを買いました。
427,讨论,tǎo lùn,to talk over; to discuss; CL:个,討論する,我们讨论了计划。,私たちは計画について話し合った。,We discussed the plan.,老师让我们小组讨论这个问题，提出不同意见。,先生は私たちのグループにこの問題を議論し、異なる意見を出すように言いました。
428,讨厌,tǎo yàn,to dislike; to loathe; disagreeable; troublesome; annoying; nasty; to hate doing something,嫌い,我讨厌下雨天。,私は雨の日が嫌いだ。,I hate rainy days.,我讨厌下雨天，因为不能出去玩。,私は雨の日が嫌いです。なぜなら外で遊べないからです。
429,特点,tè diǎn,characteristic (feature); trait; feature; CL:个,特徴,这本书的特点是清晰。,この本の特徴はわかりやすさだ。,The characteristic of this book is clarity.,每个品牌都有自己的特点和优势。,それぞれのブランドには独自の特徴と強みがあります。
430,提,tí,to carry; to lift; to raise,出す,请提问题。,質問してください。,Please ask questions.,请你提一个问题，让大家一起回答。,質問を一つ出してください。みんなで答えましょう。
431,提供,tí gōng,to supply; to provide; to furnish; to offer,提供する,公司提供培训。,会社は研修を提供している。,The company provides training.,公司提供免费的午餐给所有员工。,会社は全ての社員に無料の昼食を提供しています。
432,提前,tí qián,to shift to an earlier date; to bring forward; to advance; in advance,前もって,请提前通知我。,事前に私に知らせてください。,Please notify me in advance.,为了避免堵车，我们提前出发了。,渋滞を避けるために、私たちは早めに出発しました。
433,提醒,tí xǐng,to call attention to; to warn of; to remind,注意を促す,老师提醒我们考试。,先生は私たちに試験を注意した。,The teacher reminded us about the exam.,老师提醒我们明天要交作业，不要忘记。,先生は明日宿題を提出するように私たちに注意を促しました。忘れないでください。
434,填空,tián kòng,to fill a job vacancy; to fill in a blank (e.g. on questionnaire or exam paper),空欄を埋める,请填空这句话。,この文の空欄を埋めてください。,Please fill in the blanks of this sentence.,请在这张试卷上填空，不要漏掉任何题目。,この試験用紙の空欄を埋めてください。問題を見落とさないでください。
435,条件,tiáo jiàn,circumstances; condition; term; factor; requirement; prerequisite; qualification; CL:个,条件,成功需要好条件。,成功には良い条件が必要だ。,Success requires good conditions.,申请这份工作需要满足一定的条件和经验。,この仕事に応募するには一定の条件と経験を満たす必要があります。
436,停,tíng,to halt; to stop; to park (a car);,止まる,车在红灯停。,車は赤信号で止まる。,The car stops at the red light.,红灯亮了，汽车必须停下来等待。,赤信号が点灯したので、車は必ず止まって待たなければなりません。
437,挺,tǐng,to (physically) straighten up; to stick out; to endure or hold out; straight; stiff; outstanding; extraordinary; rather; quite; very; classifier for machine guns,かなり,天气挺冷的。,天気はかなり寒い。,The weather is quite cold.,这件衣服挺漂亮的，你可以试试看。,この服はかなりきれいです。試着してみてもいいですよ。
438,通过,tōng guò,to pass through; to get through; by means of; through; via; to adopt; to pass (a bill); to switch over,通る,他通过了考试。,彼は試験に合格した。,He passed the exam.,他通过努力终于考上了理想的大学。,彼は努力を通じてついに理想の大学に合格しました。
439,通知,tōng zhī,to notify; to inform; notice; notification; CL:个,通知,老师通知了作业。,先生は宿題を知らせた。,The teacher notified us about the homework.,学校已经通过邮件通知了家长开会的时间。,学校はすでにメールで保護者に会議の日時を通知しました。
440,同情,tóng qíng,compassion; relent; sympathize; sympathy,同情する,我同情他的困难。,私は彼の困難に同情する。,I sympathize with his difficulties.,我很同情那些生活困难的人，愿意帮助他们。,私は生活に困っている人たちに同情し、助けたいと思っています。
441,同时,tóng shí,at the same time; simultaneously,同時に,他同时学两门课。,彼は同時に二つの科目を学んでいる。,He studies two subjects at the same time.,他同时会说三种语言，非常厉害。,彼は同時に三つの言語を話せて、とてもすごいです。
