No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
1557,散文,sǎn wén,prose; essay,散文,她喜欢写现代散文。,彼女は現代散文を書くのが好きだ。,She likes to write modern prose.,他的散文作品语言优美，内容深刻，深受读者喜爱。,彼の散文作品は言葉が美しく内容も深く、読者に非常に好まれている。
1558,散布,sàn bù,to disseminate;,散布する,谣言在网络上散布。,噂はネット上で広まっている。,Rumors are spreading on the internet.,谣言在社交媒体上迅速散布，导致了社会的恐慌和混乱。,噂はソーシャルメディアで急速に拡散し、社会に恐慌と混乱をもたらした。
1559,散发,sàn fā,distribute; emit; issue,放出,花园里散发着花香。,庭には花の香りが漂っている。,The garden is filled with the fragrance of flowers.,花园里散发出阵阵花香，让人感到心旷神怡。,庭には次々と花の香りが漂い、人を爽やかで心地よい気分にさせる。
1560,丧失,sàng shī,to lose; to forfeit,喪失,他因事故丧失记忆。,彼は事故で記憶を失った。,He lost his memory due to the accident.,由于疏忽，他丧失了这次宝贵的工作机会。,不注意のために、彼はこの貴重な仕事の機会を失ってしまった。
1561,骚扰,sāo rǎo,to disturb; to cause a commotion; to harass;,嫌がらせ,频繁骚扰令人烦恼。,頻繁な嫌がらせは迷惑だ。,Frequent harassment is annoying.,职场骚扰不仅侵犯了员工的权益，也破坏了公司的声誉。,職場での嫌がらせは従業員の権利を侵害するだけでなく、会社の評判も損なう。
1562,嫂子,sǎo zi,(informal) older brother's wife; sister-in-law; CL:个,義姉,嫂子做饭很拿手。,義姉は料理が得意だ。,My sister-in-law is good at cooking.,我嫂子是一位非常贤惠的家庭主妇，照顾家庭无微不至。,私の義姉はとても賢くて家庭的な主婦で、家のことを細やかに世話している。
1563,刹车,shā chē,to brake (when driving); to stop; to switch off; to check (bad habits); a brake,ブレーキ,司机紧急刹车避险。,運転手は緊急ブレーキをかけて危険を避けた。,The driver braked suddenly to avoid danger.,司机紧急刹车，避免了一场可能发生的交通事故。,運転手は急ブレーキをかけて、起こりうる交通事故を回避した。
1564,啥,shá,(dialect) what,何,你到底想说啥？,いったい何が言いたいの？,What exactly do you want to say?,你到底想说啥？请把话说清楚，以免误会产生。,一体何を言いたいの？誤解が生じないように、はっきり話してくれ。
1565,筛选,shāi xuǎn,to filter,選別,筛选简历非常重要。,履歴書の選別は非常に重要だ。,Screening resumes is very important.,我们需要筛选大量的数据，找到最有价值的信息进行分析。,大量のデータを選別し、最も価値のある情報を見つけて分析する必要がある。
1566,山脉,shān mài,mountain range; CL:条[tiao2],山脈,喜马拉雅山脉壮丽。,ヒマラヤ山脈は壮大だ。,The Himalayas are magnificent.,这条山脉横贯整个地区，是当地重要的自然屏障。,この山脈は地域全体を横断し、現地の重要な自然の障壁となっている。
1567,闪烁,shǎn shuò,flicker; twinkling,きらめく,星星在夜空闪烁。,星が夜空で輝いている。,The stars are twinkling in the night sky.,夜空中的星星闪烁着，仿佛在诉说着古老的故事。,夜空の星が瞬き、まるで古い物語を語っているかのようだ。
1568,擅长,shàn cháng,to be good at; to be expert in,得意である,他擅长数学竞赛。,彼は数学の競技が得意だ。,He is good at math competitions.,他擅长解决复杂的数学问题，深受老师和同学的赞赏。,彼は複雑な数学の問題を解くのが得意で、先生や同級生から称賛されている。
1569,擅自,shàn zì,without permission; of one's own initiative,勝手に,擅自决定后果严重。,勝手に決めると結果が重大だ。,Deciding without permission has serious consequences.,员工擅自离岗导致工作进度延误，影响了整个项目的完成。,従業員が勝手に離席したために仕事の進捗が遅れ、プロジェクト全体の完成に影響を及ぼした。
1570,伤脑筋,shāng nǎo jīn,knotty; troublesome; bothersome,頭を悩ます,这个问题真伤脑筋。,この問題は本当に頭を悩ませる。,This problem is really puzzling.,面对难题，他感到非常伤脑筋，不知道该如何解决。,難題に直面して彼は非常に頭を悩ませ、どう解決すればよいかわからなかった。
1571,商标,shāng biāo,trademark; logo,商標,品牌商标需要注册。,ブランドの商標は登録が必要だ。,Brand trademarks need to be registered.,这个品牌的商标设计独特，具有很高的识别度。,このブランドの商標デザインは独特で、非常に高い識別度を持っている。
1572,上级,shàng jí,higher authorities; superiors; CL:个,上司,上级领导召开会议。,上司が会議を開いた。,The superior held a meeting.,上级领导对我们的工作提出了新的要求和指导意见。,上司は私たちの仕事に対して新たな要求と指導意見を出した。
1573,上进,shàng jìn,to make progress; to do better; fig. ambitious to improve oneself; to move forwards,向上心,他很有上进心。,彼は向上心が強い。,He is very ambitious.,他一直保持上进心，努力提升自己的专业技能。,彼は常に向上心を持ち、自分の専門技術を向上させるために努力している。
1574,上任,shàng rèn,take office,就任する,新校长已正式上任。,新しい校長が正式に就任した。,The new principal has officially taken office.,新任经理已经顺利上任，开始推动公司的改革计划。,新任のマネージャーは順調に就任し、会社の改革計画を推進し始めた。
1575,上瘾,shàng yǐn,to get into a habit; to become addicted,中毒になる,沉迷游戏会上瘾。,ゲームに夢中になると中毒になる。,Being addicted to games leads to addiction.,很多年轻人沉迷网络游戏，逐渐上瘾，影响了学习和生活。,多くの若者はネットゲームに夢中になり、徐々に中毒となって学業や生活に影響を及ぼしている。
1576,上游,shàng yóu,upper reaches; advanced position,上流,河流的上游水质好。,川の上流は水質が良い。,The water quality is good upstream of the river.,这条河流的上游水质清澈，是重要的饮用水源地。,この川の上流は水質が澄んでおり、重要な飲料水源地である。
1577,尚且,shàng qiě,(not) even; yet; still;,なお,他尚且不懂此理。,彼はまだこの理屈が分かっていない。,He still doesn't understand this principle.,他尚且没有完成任务，你怎么能要求别人做到呢？,彼でさえ任務を終えていないのに、どうして他の人にやれと言えるのか？
1578,捎,shāo,to bring sth to sb (news etc),取り次ぐ,我捎句话给你。,あなたに一言伝えておくよ。,I'll pass a message to you.,我顺路去你家，顺便给你捎带一些书籍过去。,私がついでにあなたの家に行くので、ついでにいくつかの本を持っていくね。
1579,梢,shāo,tip of branch,枝先,树梢上的鸟儿唱。,木の梢の鳥が歌っている。,The birds on the treetops are singing.,树梢上的鸟儿在晨光中欢快地歌唱，迎接新的一天。,木の梢の鳥が朝の光の中で楽しそうに歌い、新しい一日を迎えている。
1580,哨,shào,a whistle; sentry,哨子,裁判吹响了哨子。,審判が笛を吹いた。,The referee blew the whistle.,哨兵在岗亭里不停地吹哨，警惕周围的一切动静。,哨兵は詰め所で絶えず笛を吹き、周囲のあらゆる動きを警戒している。
1581,奢侈,shē chǐ,luxurious; extravagant; wasteful,贅沢,奢侈生活令人羡慕。,贅沢な生活は羨ましい。,Luxurious life is enviable.,奢侈的生活方式不仅浪费资源，还可能引发社会不满。,贅沢な生活様式は資源を浪費するだけでなく、社会の不満を引き起こす可能性もある。
