No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
692,派,pài,clique; school; group; faction; to dispatch; to send; to assign; to appoint; pi (Greek letter Ππ); the circular ratio pi = 3.1415926,派遣する,公司派他去出差。,会社は彼を出張に派遣しました。,The company sent him on a business trip.,老师派学生们完成这次的课外调查任务。,先生は生徒たちに今回の課外調査の課題を割り当てた。
693,盼望,pàn wàng,to hope for; look forward to,待ち望む,我们盼望假期到来。,私たちは休暇の到来を待ち望んでいます。,We are looking forward to the holiday.,我们都盼望着早日实现和平与发展。,私たちは皆、早く平和と発展が実現することを望んでいる。
694,培训,péi xùn,to cultivate; to train; to groom; training,研修,他参加了培训课程。,彼は研修コースに参加しました。,He attended the training course.,公司为新员工提供了系统的培训课程。,会社は新入社員に体系的な研修コースを提供した。
695,培养,péi yǎng,to educate; to nurture; to breed; to groom (for a position),育てる,学校培养学生能力。,学校は学生の能力を育成します。,The school cultivates students' abilities.,学校注重培养学生的创新能力和实践能力。,学校は学生の創造力と実践力の育成を重視している。
696,赔偿,péi cháng,to compensate,賠償する,公司赔偿了损失。,会社は損失を補償しました。,The company compensated for the loss.,由于工厂的失误，公司不得不进行赔偿。,工場のミスにより、会社は賠償をしなければならなかった。
697,佩服,pèi fú,admire,感服する,我很佩服他的勇气。,私は彼の勇気をとても尊敬しています。,I really admire his courage.,我非常佩服他的坚持和努力精神。,私は彼の粘り強さと努力の精神を非常に尊敬している。
698,配合,pèi hé,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine,協力する,大家配合完成任务。,みんなで協力して任務を完成させます。,Everyone cooperates to complete the task.,两个部门需要密切配合，才能完成这个项目。,2つの部署は密接に連携しなければ、このプロジェクトを完成できない。
699,盆,pén,"basin; flower pot; unit of volume equal to 12 斗 and 8 升, approx 128 liters; CL:个",鉢,花盆里种着鲜花。,植木鉢には花が植えられています。,There are flowers planted in the flowerpot.,花盆里的花开得很漂亮，吸引了很多蝴蝶。,鉢植えの花がとても綺麗に咲き、多くの蝶を引きつけている。
700,碰,pèng,to touch; to meet with; to bump;,ぶつかる,他不小心碰到了桌子。,彼は不注意で机にぶつかりました。,He accidentally bumped into the table.,他不小心碰到了玻璃杯，导致它摔碎了。,彼はうっかりグラスにぶつかって、割れてしまった。
701,批,pī,"to ascertain; to act on; to criticize; to pass on; classifier for batches, lots, military flights; tier (for the ranking of universities and colleges)",批判,他批评了这部电影。,彼はこの映画を批評した。,He criticized this movie.,这批货物经过严格检查后才允许发出，确保质量无误。,この批の貨物は厳しい検査を経てからようやく出荷が許可され、品質に間違いがないことを保証している。
702,批准,pī zhǔn,to approve; to ratify,批准,政府批准了计划。,政府は計画を承認した。,The government approved the plan.,政府已经正式批准了这个新的环保项目，预计明年开始实施。,政府はすでにこの新しい環境保護プロジェクトを正式に批准し、来年から実施される予定だ。
703,披,pī,to drape over one's shoulders; to unroll; to split open; to spread out,披着,她披着红色大衣。,彼女は赤いコートを羽織っている。,She is wearing a red coat.,他披上外套，准备迎接寒冷的冬天。,彼はコートを羽織って、寒い冬を迎える準備をした。
704,疲劳,pí láo,fatigue; wearily; weariness; weary,疲労,他感到非常疲劳。,彼はとても疲れていると感じた。,He felt very tired.,长时间的工作使他感到非常疲劳，需要好好休息。,長時間の仕事で彼は非常に疲労を感じており、しっかり休息が必要だ。
705,匹,pǐ,"classifier for horses, mules and tissue; ordinary person",匹（動物）,这匹马跑得快。,この馬は速く走る。,This horse runs fast.,这匹马速度很快，曾在多次比赛中获得冠军。,この馬は速度が速く、何度も競技で優勝したことがある。
706,片,piàn,"thin piece; flake; a slice; film; TV play; to slice; to carve thin; partial; incomplete; one-sided; classifier for slices, tablets, tract of land, area of water; classifier for CDs, movies, DVDs etc; used with numeral 一[yi1]: classifier for scenario, scene, feeling, atmosphere, sound etc",片（薄片）,切一片面包吧。,パンを一切れ切ってください。,Please cut a slice of bread.,请给我一片面包，我现在很饿。,パンを一切れください。私は今とてもお腹が空いています。
707,片面,piàn miàn,unilateral; one-sided,片面,他的观点很片面。,彼の見解は非常に偏っている。,His viewpoint is very one-sided.,他的看法过于片面，没有考虑到事情的复杂性。,彼の意見は偏っており、物事の複雑さを考慮していない。
708,飘,piāo,to float,飘扬,旗子在风中飘。,旗が風に揺れている。,The flag is fluttering in the wind.,秋天的落叶在风中飘得很远，景色十分美丽。,秋の落ち葉が風に舞って遠くまで漂い、景色がとても美しい。
709,拼音,pīn yīn,pinyin (Chinese romanization); phonetic writing,拼音,汉字用拼音标注。,漢字はピンインで注音されている。,Chinese characters are annotated with pinyin.,学习拼音是掌握汉语发音的基础，不能忽视。,ピンインを学ぶことは中国語の発音を習得する基礎であり、無視してはいけない。
710,频道,pín dào,frequency; (television) channel,频道,我换了新闻频道。,私はニュースチャンネルを変えた。,I changed the news channel.,这个频道每天晚上八点播出新闻节目，收视率很高。,このチャンネルは毎晩8時にニュース番組を放送しており、視聴率が非常に高い。
711,凭,píng,"to lean against; to rely on; on the basis of; no matter (how, what etc); proof",凭借,凭努力获得成功。,努力によって成功を得る。,Success is achieved through effort.,凭借多年的经验，他成功解决了这个复杂的问题。,長年の経験を頼りに、彼はこの複雑な問題をうまく解決した。
712,平均,píng jūn,average; on average; evenly; in equal proportions,平均,他平均每天学习三小时。,彼は平均して毎日三時間勉強する。,He studies three hours every day on average.,这家公司的员工平均年龄不到三十岁，充满活力。,この会社の従業員の平均年齢は30歳未満で、活気に満ちている。
713,平,píng,flat; level; equal; to tie (make the same score); to draw (score); calm; peaceful,平坦,道路非常平坦。,道は非常に平らだ。,The road is very flat.,这条路很平，适合骑自行车和散步。,この道は平らで、自転車に乗ったり散歩したりするのに適している。
714,平安,píng 'ān,safe and sound; well; without mishap; quiet and safe; at peace;,平安,祝你旅途平安。,旅の安全を祈ります。,I wish you a safe journey.,我们希望大家平安回家，度过一个温馨的假期。,私たちは皆が無事に帰宅し、温かい休日を過ごすことを願っている。
